id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-518092,2024-01-04,000001,Vente,302000,11,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0067,,,12,,3,60.57,,,,,,,2,3,Dépendance,,0,,,,,,2.471997,48.809629
2024-518092,2024-01-04,000001,Vente,302000,11,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0067,,,12,,3,60.57,,,,,,,2,2,Appartement,53,3,,,,,,2.471997,48.809629
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0231,,,,,,,,,,,,,0,,,,,T,terres,,,302,2.505535,48.818976
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0360,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,48,2.506129,48.819288
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0361,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,82,2.506131,48.819341
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0362,,,,,,,,,,,,,0,,,,,T,terres,,,1,2.506374,48.819633
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0363,,,,,,,,,,,,,0,,,,,T,terres,,,32,2.506593,48.820115
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0364,,,,,,,,,,,,,0,,,,,T,terres,,,796,2.506413,48.819916
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0365,,,,,,,,,,,,,0,,,,,T,terres,,,278,2.505491,48.818563
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0366,,,,,,,,,,,,,0,,,,,T,terres,,,598,2.505521,48.818711
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0367,,,,,,,,,,,,,0,,,,,T,terres,,,130,2.505832,48.818942
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0368,,,,,,,,,,,,,0,,,,,T,terres,,,248,2.505806,48.818977
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0369,,,,,,,,,,,,,0,,,,,T,terres,,,9,2.506012,48.819153
2024-518093,2024-01-02,000002,Vente,,,,LES COURTILLES,B025,94500,94017,Champigny-sur-Marne,94,,,940170000U0370,,,,,,,,,,,,,0,,,,,T,terres,,,367,2.505928,48.819289
2024-518093,2024-01-02,000002,Vente,,,,LA GARE DU PLANT,B029,94500,94017,Champigny-sur-Marne,94,,,940170000X0038,,,,,,,,,,,,,0,,,,,CH,chemin de fer,FER,Chemin de fer,425,2.506581,48.820085
2024-518094,2024-01-03,000001,Vente,590825,33,,RUE HOCHE,4460,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BH0063,,,,,,,,,,,,,0,1,Maison,71,2,S,sols,,,329,2.519719,48.793656
2024-518095,2024-01-05,000001,Vente,210000,73,,RUE PASTEUR,7140,94120,94033,Fontenay-sous-Bois,94,,,94033000BQ0050,,,21,,,,,,,,,,1,2,Appartement,35,2,,,,,,2.460341,48.847679
2024-518095,2024-01-05,000001,Vente,210000,73,,RUE PASTEUR,7140,94120,94033,Fontenay-sous-Bois,94,,,94033000BQ0050,,,8,27.53,,,,,,,,,1,2,Appartement,35,2,,,,,,2.460341,48.847679
2024-518096,2024-01-05,000001,Vente,116600,44,,AV DU GENERAL DE GAULLE,4135,94170,94058,Le Perreux-sur-Marne,94,,,94058000AS0099,,,143,23.42,,,,,,,,,1,2,Appartement,22,1,,,,,,2.512357,48.836744
2024-518097,2024-01-04,000001,Vente,136500,22,,AV VERGNIAUD,9634,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DE0143,,,154,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.473647,48.794205
2024-518097,2024-01-04,000001,Vente,136500,22,,AV VERGNIAUD,9634,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DE0143,,,109,25.34,134,,,,,,,,2,3,Dépendance,,0,,,,,,2.473647,48.794205
2024-518097,2024-01-04,000001,Vente,136500,22,,AV VERGNIAUD,9634,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DE0143,,,109,25.34,134,,,,,,,,2,2,Appartement,25,1,,,,,,2.473647,48.794205
2024-518098,2024-01-05,000001,Vente,170000,66,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0123,,,29,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.485661,48.799344
2024-518098,2024-01-05,000001,Vente,170000,66,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0123,,,22,32.52,,,,,,,,,1,2,Appartement,33,1,,,,,,2.485661,48.799344
2024-518099,2024-01-05,000001,Vente,219800,5,B,ALL DES ACACIAS,0010,94440,94075,Villecresnes,94,,,94075000AD1067,,,,,,,,,,,,,0,1,Maison,40,2,S,sols,,,427,2.522946,48.724559
2024-518100,2024-01-04,000001,Vente en l'état futur d'achèvement,226395,21,B,AV DE L ALMA,0080,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EK0108,,,1005,,,,,,,,,,1,,,,,,,,,,2.49578,48.786724
2024-518100,2024-01-04,000001,Vente en l'état futur d'achèvement,226395,21,B,AV DE L ALMA,0080,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EK0108,,,1133,,,,,,,,,,1,,,,,,,,,,2.49578,48.786724
2024-518101,2024-01-03,000001,Vente,465000,68,,AV DU GEN DE GAULLE,4137,94160,94067,Saint-Mandé,94,,,940670000F0027,,,6,75.14,,,,,,,,,1,3,Dépendance,,0,,,,,,2.41726,48.841175
2024-518101,2024-01-03,000001,Vente,465000,68,,AV DU GEN DE GAULLE,4137,94160,94067,Saint-Mandé,94,,,940670000F0027,,,6,75.14,,,,,,,,,1,2,Appartement,64,3,,,,,,2.41726,48.841175
2024-518102,2024-01-05,000001,Vente,168500,2,B,RUE LOUIS LEON LEPOUTRE,5150,94130,94052,Nogent-sur-Marne,94,,,940520000E0085,,,60,,8,32.23,,,,,,,2,2,Appartement,32,1,,,,,,2.489766,48.842556
2024-518102,2024-01-05,000001,Vente,168500,2,B,RUE LOUIS LEON LEPOUTRE,5150,94130,94052,Nogent-sur-Marne,94,,,940520000E0085,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.489766,48.842556
2024-518102,2024-01-05,000001,Vente,168500,2,B,RUE LOUIS LEON LEPOUTRE,5150,94130,94052,Nogent-sur-Marne,94,,,940520000E0085,,,60,,8,32.23,,,,,,,2,3,Dépendance,,0,,,,,,2.489766,48.842556
2024-518103,2024-01-08,000001,Vente,320000,17,,RUE LOUIS LENOIR,0700,94350,94079,Villiers-sur-Marne,94,,,94079000AS0328,,,145,,34,,,,,,,,2,2,Appartement,67,3,,,,,,2.5424,48.824617
2024-518103,2024-01-08,000001,Vente,320000,20,,RUE MAURICE ROY,0850,94350,94079,Villiers-sur-Marne,94,,,94079000AS0328,,,97,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.5424,48.824617
2024-518103,2024-01-08,000001,Vente,320000,17,,RUE LOUIS LENOIR,0700,94350,94079,Villiers-sur-Marne,94,,,94079000AS0328,,,145,,34,,,,,,,,2,3,Dépendance,,0,,,,,,2.5424,48.824617
2024-518104,2024-01-03,000001,Vente,555000,8,,RUE DE LA PREVOYANCE,7181,94300,94080,Vincennes,94,,,940800000S0049,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.420753,48.847076
2024-518104,2024-01-03,000001,Vente,555000,8,,RUE DE LA PREVOYANCE,7181,94300,94080,Vincennes,94,,,940800000S0049,,,4,53,,,,,,,,,1,2,Appartement,53,3,,,,,,2.420753,48.847076
2024-518105,2024-01-08,000001,Vente,285000,41,,RUE LT VAISSEAU ESTIENNE ORVES,5128,94700,94046,Maisons-Alfort,94,,,940460000H0100,,,26,48.14,55,,,,,,,,2,3,Dépendance,,0,,,,,,2.431692,48.812333
2024-518105,2024-01-08,000001,Vente,285000,41,,RUE LT VAISSEAU ESTIENNE ORVES,5128,94700,94046,Maisons-Alfort,94,,,940460000H0100,,,89,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.431692,48.812333
2024-518105,2024-01-08,000001,Vente,285000,41,,RUE LT VAISSEAU ESTIENNE ORVES,5128,94700,94046,Maisons-Alfort,94,,,940460000H0100,,,26,48.14,55,,,,,,,,2,2,Appartement,48,2,,,,,,2.431692,48.812333
2024-518106,2024-01-08,000001,Vente,465000,5,,RUE DE BRETEUIL,0770,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0110,,,140,86.55,166,,,,,,,,2,2,Appartement,87,4,,,,,,2.476329,48.804327
2024-518106,2024-01-08,000001,Vente,465000,25,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0110,,,267,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.476329,48.804327
2024-518106,2024-01-08,000001,Vente,465000,5,,RUE DE BRETEUIL,0770,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0110,,,140,86.55,166,,,,,,,,2,3,Dépendance,,0,,,,,,2.476329,48.804327
2024-518107,2024-01-04,000001,Vente,380384,57,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000U0070,,,116,,131,,,,,,,,2,3,Dépendance,,0,,,,,,2.488262,48.810986
2024-518107,2024-01-04,000001,Vente,380384,57,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000U0070,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.488262,48.810986
2024-518107,2024-01-04,000001,Vente,380384,57,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000U0070,,,116,,131,,,,,,,,2,2,Appartement,61,3,,,,,,2.488262,48.810986
2024-518108,2024-01-05,000001,Vente en l'état futur d'achèvement,473000,153,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0073,,,113,,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-518108,2024-01-05,000001,Vente en l'état futur d'achèvement,473000,153,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0073,,,146,,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-518108,2024-01-05,000001,Vente en l'état futur d'achèvement,473000,153,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0073,,,18,,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-518109,2024-01-04,000001,Vente,360000,27,,RUE JULIEN CHAILLIOUX,4775,94260,94034,Fresnes,94,,,940340000L0005,,,,,,,,,,,,,0,1,Maison,56,4,S,sols,,,467,2.324023,48.752637
2024-518109,2024-01-04,000001,Vente,360000,27,,RUE JULIEN CHAILLIOUX,4775,94260,94034,Fresnes,94,,,940340000L0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,467,2.324023,48.752637
2024-518109,2024-01-04,000001,Vente,360000,27,,RUE JULIEN CHAILLIOUX,4775,94260,94034,Fresnes,94,,,940340000L0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,467,2.324023,48.752637
2024-518109,2024-01-04,000001,Vente,360000,27,,RUE JULIEN CHAILLIOUX,4775,94260,94034,Fresnes,94,,,940340000L0005,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,467,2.324023,48.752637
2024-518110,2024-01-05,000001,Vente en l'état futur d'achèvement,367763,59,,RTE DE LA LIBERATION,0375,94430,94019,Chennevières-sur-Marne,94,,,94019000AM0456,,,236,,,,,,,,,,1,,,,,,,,,,2.544331,48.800139
2024-518110,2024-01-05,000001,Vente en l'état futur d'achèvement,367763,59,,RTE DE LA LIBERATION,0375,94430,94019,Chennevières-sur-Marne,94,,,94019000AM0456,,,235,,,,,,,,,,1,,,,,,,,,,2.544331,48.800139
2024-518110,2024-01-05,000001,Vente en l'état futur d'achèvement,367763,59,,RTE DE LA LIBERATION,0375,94430,94019,Chennevières-sur-Marne,94,,,94019000AM0456,,,77,,,,,,,,,,1,,,,,,,,,,2.544331,48.800139
2024-518111,2024-01-08,000001,Vente en l'état futur d'achèvement,258800,15,,RUE DES FOSSES,0440,94350,94079,Villiers-sur-Marne,94,,,94079000AK0270,,,123,,,,,,,,,,1,,,,,,,,,,2.544055,48.828313
2024-518111,2024-01-08,000001,Vente en l'état futur d'achèvement,258800,15,,RUE DES FOSSES,0440,94350,94079,Villiers-sur-Marne,94,,,94079000AK0270,,,150,,,,,,,,,,1,,,,,,,,,,2.544055,48.828313
2024-518112,2024-01-04,000001,Vente,351860,43,,RUE CHARLES SILVESTRI,1434,94300,94080,Vincennes,94,,,940800000G0008,,,49,,57,40.4,,,,,,,2,3,Dépendance,,0,,,,,,2.442648,48.851363
2024-518112,2024-01-04,000001,Vente,351860,43,,RUE CHARLES SILVESTRI,1434,94300,94080,Vincennes,94,,,940800000G0008,,,49,,57,40.4,,,,,,,2,2,Appartement,38,2,,,,,,2.442648,48.851363
2024-518113,2024-01-08,000001,Vente en l'état futur d'achèvement,205100,17,,RUE DU GENERAL LECLERC,0220,94510,94060,La Queue-en-Brie,94,,,94060000AM0128,,,258,12.5,,,,,,,,,1,,,,,,,,,,2.577146,48.787953
2024-518113,2024-01-08,000001,Vente en l'état futur d'achèvement,205100,17,,RUE DU GENERAL LECLERC,0220,94510,94060,La Queue-en-Brie,94,,,94060000AM0128,,,76,42.8,,,,,,,,,1,,,,,,,,,,2.577146,48.787953
2024-518114,2024-01-05,000001,Vente en l'état futur d'achèvement,5000,10,,RUE MAURICE ROY,0850,94350,94079,Villiers-sur-Marne,94,,,94079000AS0325,,,213,,,,,,,,,,1,,,,,,,,,,2.542218,48.824271
2024-518115,2024-01-08,000001,Vente,318000,12,,BD GAMBETTA,4115,94130,94052,Nogent-sur-Marne,94,,,940520000Q0101,,,22,,33,37.95,,,,,,,2,2,Appartement,37,1,,,,,,2.47276,48.836849
2024-518115,2024-01-08,000001,Vente,318000,12,,BD GAMBETTA,4115,94130,94052,Nogent-sur-Marne,94,,,940520000Q0101,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.47276,48.836849
2024-518115,2024-01-08,000001,Vente,318000,12,,BD GAMBETTA,4115,94130,94052,Nogent-sur-Marne,94,,,940520000Q0101,,,22,,33,37.95,,,,,,,2,3,Dépendance,,0,,,,,,2.47276,48.836849
2024-518116,2024-01-04,000001,Vente,265000,8,,AV PAUL DEROULEDE,7125,94300,94080,Vincennes,94,,,940800000J0064,,,202,52.7,,,,,,,,,1,2,Appartement,48,3,,,,,,2.454235,48.849249
2024-518117,2024-01-03,000001,Vente,178500,109,,RUE PETIT CHATEAU,7150,94220,94018,Charenton-le-Pont,94,,,940180000A0098,,,206,,39,36.75,,,,,,,2,2,Appartement,35,1,,,,,,2.400254,48.828529
2024-518117,2024-01-03,000001,Vente,178500,109,,RUE PETIT CHATEAU,7150,94220,94018,Charenton-le-Pont,94,,,940180000A0098,,,206,,39,36.75,,,,,,,2,3,Dépendance,,0,,,,,,2.400254,48.828529
2024-518118,2024-01-08,000001,Vente,428000,10,,RUE ARTHUR CROQUETTE,0082,94220,94018,Charenton-le-Pont,94,,,940180000P0117,,,19,52.15,,,,,,,,,1,3,Dépendance,,0,,,,,,2.414294,48.819652
2024-518118,2024-01-08,000001,Vente,428000,10,,RUE ARTHUR CROQUETTE,0082,94220,94018,Charenton-le-Pont,94,,,940180000P0117,,,19,52.15,,,,,,,,,1,2,Appartement,51,3,,,,,,2.414294,48.819652
2024-518119,2024-01-04,000001,Vente,253649,121,,AV D ALFORTVILLE,0030,94600,94022,Choisy-le-Roi,94,,,94022000AF0177,,,525,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.415063,48.77507
2024-518119,2024-01-04,000001,Vente,253649,121,,AV D ALFORTVILLE,0030,94600,94022,Choisy-le-Roi,94,,,94022000AF0177,,,516,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.415063,48.77507
2024-518119,2024-01-04,000001,Vente,253649,121,,AV D ALFORTVILLE,0030,94600,94022,Choisy-le-Roi,94,,,94022000AF0177,,,216,56.8,,,,,,,,,1,2,Appartement,58,3,,,,,,2.415063,48.77507
2024-518120,2024-01-06,000001,Vente terrain à bâtir,410000,16,,BD DE POLANGIS,7316,94500,94017,Champigny-sur-Marne,94,,,940170000E0125,,,17,,47,,,,,,,,2,2,Appartement,98,4,,,,,,2.481315,48.821323
2024-518120,2024-01-06,000001,Vente terrain à bâtir,410000,16,,BD DE POLANGIS,7316,94500,94017,Champigny-sur-Marne,94,,,940170000E0125,,,150,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.481315,48.821323
2024-518120,2024-01-06,000001,Vente terrain à bâtir,410000,16,,BD DE POLANGIS,7316,94500,94017,Champigny-sur-Marne,94,,,940170000E0125,,,17,,47,,,,,,,,2,3,Dépendance,,0,,,,,,2.481315,48.821323
2024-518121,2024-01-08,000001,Vente,313000,59,,RUE VOLTA,9680,94140,94002,Alfortville,94,,,940020000J0160,,,11,,20,,31,74.7,,,,,3,3,Dépendance,,0,,,,,,2.413391,48.805682
2024-518121,2024-01-08,000001,Vente,313000,59,,RUE VOLTA,9680,94140,94002,Alfortville,94,,,940020000J0160,,,11,,20,,31,74.7,,,,,3,2,Appartement,69,4,,,,,,2.413391,48.805682
2024-518121,2024-01-08,000001,Vente,313000,59,,RUE VOLTA,9680,94140,94002,Alfortville,94,,,940020000J0160,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.413391,48.805682
2024-518121,2024-01-08,000001,Vente,313000,59,,RUE VOLTA,9680,94140,94002,Alfortville,94,,,940020000J0160,,,11,,20,,31,74.7,,,,,3,3,Dépendance,,0,,,,,,2.413391,48.805682
2024-518122,2024-01-04,000001,Vente,257000,73,,RUE DE REIMS,8125,94700,94046,Maisons-Alfort,94,,,940460000T0065,,,25,56.18,51,,,,,,,,2,2,Appartement,54,3,,,,,,2.444936,48.813102
2024-518122,2024-01-04,000001,Vente,257000,73,,RUE DE REIMS,8125,94700,94046,Maisons-Alfort,94,,,940460000T0065,,,25,56.18,51,,,,,,,,2,3,Dépendance,,0,,,,,,2.444936,48.813102
2024-518123,2024-01-05,000001,Vente,380000,9,,RUE DE L AMIRAL COURBET,0055,94700,94046,Maisons-Alfort,94,,,940460000G0012,,,10,,2,34.44,8,,,,,,3,3,Dépendance,,0,,,,,,2.427836,48.814229
2024-518123,2024-01-05,000001,Vente,380000,9,,RUE DE L AMIRAL COURBET,0055,94700,94046,Maisons-Alfort,94,,,940460000G0012,,,10,,2,34.44,8,,,,,,3,2,Appartement,35,2,,,,,,2.427836,48.814229
2024-518124,2024-01-09,000001,Vente,450000,39,,RUE DANTON,2520,94270,94043,Le Kremlin-Bicêtre,94,,,940430000G0255,,,481,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.36109,48.810743
2024-518124,2024-01-09,000001,Vente,450000,41,,RUE DANTON,2520,94270,94043,Le Kremlin-Bicêtre,94,,,940430000G0255,,,164,87.15,205,,,,,,,,2,3,Dépendance,,0,,,,,,2.36109,48.810743
2024-518124,2024-01-09,000001,Vente,450000,41,,RUE DANTON,2520,94270,94043,Le Kremlin-Bicêtre,94,,,940430000G0255,,,164,87.15,205,,,,,,,,2,2,Appartement,86,4,,,,,,2.36109,48.810743
2024-518125,2024-01-09,000001,Vente,220000,42,,RUE EDMOND NOCARD,3120,94700,94046,Maisons-Alfort,94,,,940460000H0137,,,63,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.428718,48.81273
2024-518125,2024-01-09,000001,Vente,220000,42,,RUE EDMOND NOCARD,3120,94700,94046,Maisons-Alfort,94,,,940460000H0137,,,14,31.38,45,,,,,,,,2,3,Dépendance,,0,,,,,,2.428718,48.81273
2024-518125,2024-01-09,000001,Vente,220000,42,,RUE EDMOND NOCARD,3120,94700,94046,Maisons-Alfort,94,,,940460000H0137,,,14,31.38,45,,,,,,,,2,2,Appartement,31,1,,,,,,2.428718,48.81273
2024-518126,2024-01-08,000001,Vente en l'état futur d'achèvement,272500,37,,AV DU GENERAL DE GAULLE,4148,94500,94017,Champigny-sur-Marne,94,,,940170000G0019,,,28,,,,,,,,,,1,,,,,,,,,,2.488261,48.821443
2024-518126,2024-01-08,000001,Vente en l'état futur d'achèvement,272500,37,,AV DU GENERAL DE GAULLE,4148,94500,94017,Champigny-sur-Marne,94,,,940170000G0019,,,74,,,,,,,,,,1,,,,,,,,,,2.488261,48.821443
2024-518127,2024-01-08,000001,Vente,573000,25,,RUE DOCTEUR DECORSE,2530,94410,94069,Saint-Maurice,94,,,940690000B0018,,,23,70.53,48,,,,,,,,2,3,Dépendance,,0,,,,,,2.426472,48.82377
2024-518127,2024-01-08,000001,Vente,573000,25,,RUE DOCTEUR DECORSE,2530,94410,94069,Saint-Maurice,94,,,940690000B0018,,,23,70.53,48,,,,,,,,2,2,Appartement,70,3,,,,,,2.426472,48.82377
2024-518128,2024-01-05,000001,Vente,1060000,10,,AV RATEL,8125,94340,94042,Joinville-le-Pont,94,,,940420000J0016,,,,,,,,,,,,,0,1,Maison,166,6,S,sols,,,230,2.476,48.82277
2024-518128,2024-01-05,000001,Vente,1060000,10,,AV RATEL,8125,94340,94042,Joinville-le-Pont,94,,,940420000J0016,,,,,,,,,,,,,0,1,Maison,62,2,S,sols,,,230,2.476,48.82277
2024-518129,2024-01-09,000001,Vente,206000,57,,AV ANDRE ROUY,0052,94350,94079,Villiers-sur-Marne,94,,,94079000AN0193,,,113,,132,74.88,,,,,,,2,3,Dépendance,,0,,,,,,2.552497,48.823322
2024-518129,2024-01-09,000001,Vente,206000,57,,AV ANDRE ROUY,0052,94350,94079,Villiers-sur-Marne,94,,,94079000AN0193,,,113,,132,74.88,,,,,,,2,2,Appartement,73,4,,,,,,2.552497,48.823322
2024-518130,2024-01-09,000001,Vente,120000,43,,RUE ROLLIN REGNIER,8150,94600,94022,Choisy-le-Roi,94,,,940220000G0001,,,10,,6,51.82,8,42.48,,,,,3,2,Appartement,51,3,,,,,,2.406208,48.768073
2024-518131,2024-01-08,000001,Vente,2022000,13,,RUE DELESCLUZE,2535,94270,94043,Le Kremlin-Bicêtre,94,,,940430000E0013,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,941,0,S,sols,,,713,2.362813,48.813085
2024-518131,2024-01-08,000001,Vente,2022000,15,,RUE DELESCLUZE,2535,94270,94043,Le Kremlin-Bicêtre,94,,,940430000E0014,,,,,,,,,,,,,0,,,,,S,sols,,,228,2.362911,48.8129
2024-518132,2024-01-05,000001,Vente,163000,1,,RUE CAMILLE GUERIN,1400,94310,94054,Orly,94,,,94054000AE0505,,,102,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.410795,48.748479
2024-518132,2024-01-05,000001,Vente,163000,1,,RUE CAMILLE GUERIN,1400,94310,94054,Orly,94,,,94054000AE0505,,,41,41.72,,,,,,,,,1,2,Appartement,41,2,,,,,,2.410795,48.748479
2024-518133,2024-01-11,000001,Vente,20000,101,,RUE PETIT CHATEAU,7150,94220,94018,Charenton-le-Pont,94,,,940180000A0007,,,37,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.401169,48.827818
2024-518134,2024-01-11,000001,Vente,260000,24,,RUE THIERS,9135,94130,94052,Nogent-sur-Marne,94,,,940520000H0008,,,11,,5,41.8,,,,,,,2,3,Dépendance,,0,,,,,,2.485763,48.839955
2024-518134,2024-01-11,000001,Vente,260000,24,,RUE THIERS,9135,94130,94052,Nogent-sur-Marne,94,,,940520000H0008,,,11,,5,41.8,,,,,,,2,2,Appartement,42,2,,,,,,2.485763,48.839955
2024-518135,2024-01-10,000001,Vente,232500,8,,AV LIBERTE,5130,94220,94018,Charenton-le-Pont,94,,,940180000E0002,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.405845,48.824613
2024-518135,2024-01-10,000001,Vente,232500,8,,AV LIBERTE,5130,94220,94018,Charenton-le-Pont,94,,,940180000E0002,,,28,,36,32.28,,,,,,,2,3,Dépendance,,0,,,,,,2.405845,48.824613
2024-518135,2024-01-10,000001,Vente,232500,8,,AV LIBERTE,5130,94220,94018,Charenton-le-Pont,94,,,940180000E0002,,,28,,36,32.28,,,,,,,2,2,Appartement,33,1,,,,,,2.405845,48.824613
2024-518136,2024-01-10,000001,Vente en l'état futur d'achèvement,465000,153,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0073,,,121,,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-518136,2024-01-10,000001,Vente en l'état futur d'achèvement,465000,153,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0073,,,142,,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-518136,2024-01-10,000001,Vente en l'état futur d'achèvement,465000,153,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BY0073,,,9,,,,,,,,,,1,,,,,,,,,,2.494091,48.798119
2024-518137,2024-01-09,000001,Vente,985085,14,,RUE CASTEL,1426,94120,94033,Fontenay-sous-Bois,94,,,94033000BP0192,,,,,,,,,,,,,0,1,Maison,88,4,S,sols,,,229,2.465118,48.846596
2024-518138,2024-01-04,000001,Vente,190000,99,,AV DU GENERAL LECLERC,4129,94700,94046,Maisons-Alfort,94,,,940460000H0079,,,1107,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.432045,48.811808
2024-518138,2024-01-04,000001,Vente,190000,99,,AV DU GENERAL LECLERC,4129,94700,94046,Maisons-Alfort,94,,,940460000H0079,,,4,81,452,,,,,,,,2,2,Appartement,81,4,,,,,,2.432045,48.811808
2024-518138,2024-01-04,000001,Vente,190000,99,,AV DU GENERAL LECLERC,4129,94700,94046,Maisons-Alfort,94,,,940460000H0079,,,4,81,452,,,,,,,,2,3,Dépendance,,0,,,,,,2.432045,48.811808
2024-518139,2024-01-11,000001,Vente,252000,22,,DNE DE CHATEAU GAILLARD,1447,94700,94046,Maisons-Alfort,94,,,940460000L0010,,,10478,50.63,11182,,,,,,,,2,3,Dépendance,,0,,,,,,2.433945,48.814354
2024-518139,2024-01-11,000001,Vente,252000,22,,DNE DE CHATEAU GAILLARD,1447,94700,94046,Maisons-Alfort,94,,,940460000L0010,,,10478,50.63,11182,,,,,,,,2,2,Appartement,55,3,,,,,,2.433945,48.814354
